AS0 [ -Reserved AS-, ZZ ]
AS55673 [ LINKNET-IDX-AS-ID Linknet-IDX ASN, ID ]
AS55674 [ PUSKOM-UNY-AS-ID Universitas Negeri Yogyakarta, ID ]
AS55675 [ INTILAND-AS-ID Intiland Development Tbk. PT, ID ]
AS55676 [ IDNIC-ID Indonesia Network Information Center, ID ]
AS55677 [ HTS-AS-ID PT. Hawk Teknologi Solusi, ID ]
AS55678 [ IDNIC-ID Indonesia Network Information Center, ID ]
AS55679 [ HYPERMEDIA-AS-ID PT Hyperindo Media Perkasa, ID ]
AS55680 [ KSI-UAJY-AS-ID Kantor Sistem Informasi Universitas Atma Jaya Yogyakarta, ID ]
AS55681 [ ASIASOFT-AS-D PT.ASIASOFT INDONESIA, ID ]
AS55682 [ FIBERMEDIA-AS-ID PT. Fiber Media Indonesia, ID ]
AS55683 [ IDNIC-ARGONDATA-AS-ID CV Argon Data Interkoneksi, ID ]
AS55684 [ UNS-AS-ID Universitas Sebelas Maret, ID ]
AS55685 [ JLM-AS-ID PT Jala Lintas Media, ID ]
AS55686 [ INDONETWORK-AS-ID PT INDONETWORK., ID ]
AS55687 [ UNTAN-AS-ID Universitas Tanjungpura, ID ]
AS55688 [ BEON-AS-ID PT. Beon Intermedia, ID ]
AS55689 [ CYBERNUSA-AS-ID PT. CyberNusa Technology, ID ]
AS55690 [ ANDIRA-AS-ID PT Andira Infomedia, ID ]
AS55691 [ UMN-AS-ID Universitas Multimedia Nusantara, ID ]
AS55692 [ ICOM-AS-ID PT MILENIA MUKTI MANDIRI, ID ]
AS55693 [ BATI-AS-ID PT. Bangun Abadi Teknologi Indonesia, ID ]
AS55694 [ UCS-AS-ID Universitas Ciputra, ID ]
AS55695 [ UIN-AS-ID Universitas Islam Negeri Sunan Kalijaga Yogyakarta, ID ]
AS55696 [ SCOM-AS-ID Starcom Solusindo PT., ID ]
AS55697 [ USU-AS-ID Universitas Sumatera Utara, ID ]
AS55698 [ INFOMEDIA-AS-ID Infomedia Nusantara PT., ID ]
AS55699 [ STARNET-AS-ID PT. Cemerlang Multimedia, ID ]
AS55700 [ PUSKOMUNY-AS-ID Universitas Negeri Yogyakarta, ID ]
AS55701 [ ASNET-AS-ID PT. Usaha Adisanggoro, ID ]
AS55702 [ EIT-AS-AP EASTERN INSTITUTE OF TECHNOLOGY LIMITED, NZ ]
AS55703 [ VISTAGATE-AS-AP Liverton Limited, NZ ]
AS55704 [ WIDEOUT-AS-AP WIDEOUT Technology Services, Inc., PH ]
AS55705 [ INDIATIMES-IN I World Tower, DLF CITY, IN ]
AS55706 [ AIGGS-MY G1 Enterprise 1 Technology Park Malaysia, MY ]
AS55707 [ SIMTRONIC-AS-AP Simtronic, AU ]
AS55709 [ CHN-LYCA-BPO-IN Block 7, 1st Floor, DLF - IT- SEZ, IN ]
AS55710 [ PNB-NET-MY 201-A, JALAN TUN RAZAK, MY ]
AS55711 [ BRAINPULSE-IN Brainpulse Technologies Pvt. Ltd., IN ]
AS55712 [ CHN-PLINTRON-IN Block 9A, 1st Floor, DLF - SEZ, IN ]
AS55713 [ DISHNET-AS-AP Dishnet Wireless Limited, IN ]
AS55714 [ APNIC-FIBERLINK-PK Fiberlink Pvt.Ltd, PK ]
AS55715 [ ADVANCEDDATACENTRES-NZ 113 Bank Street, NZ ]
AS55716 [ DIACCU-AS-AP Censorship Compliance Unit, Department of Internal Affairs, NZ ]
AS55717 [ HOSTONDEMAND-IN 70, KLJ Complex, IN ]
AS55719 [ RBNZ-AS-AP Reserve Bank of New Zealand, NZ ]
AS55720 [ GIGABIT-MY Gigabit Hosting Sdn Bhd, MY ]
AS55721 [ BL-AP 300 Hagey Blvd., CN ]
AS55722 [ CENPAC-AS-AP Cenpac Net Inc, NR ]
AS55723 [ DIGICEL-NR-AS-AP Digicel Nauru, NR ]
AS55724 [ BRUHAAS-MY-AS-AP Bruhaas(M) Sdn Bhd, MY ]
AS55725 [ SUNHK-DATA-AS-AP Sun Network (Hong Kong) Limited - Global Backbone, HK ]
AS55726 [ NDCL-AS-AP Nepal Doorsanchar Company Limited, NP ]
AS55729 [ PAC-TECH-AS-AP Pacific Technology Solutions Ltd, NZ ]
AS55730 [ SUNWEST-AS-AP Sunwest Construction &amp; Devt. Corporation, PH ]
AS55731 [ FSA-AS-AP Fox Sports Australia Pty Limited, AU ]
AS55732 [ RANATECHNET-AF RANA Technologies,Kabul, AF ]
AS55733 [ IDEA IDEA NETWORKS &amp; COMMUNICATIONS LIMITED, BD ]
AS55734 [ SYMBIOS-IN 001 IT Complex, IN ]
AS55736 [ DATAKNOX-DNX Dataknox Pty Limited, AU ]
AS55739 [ CNISP-UNION CNISP-Union Technology (Beijing) Co., Ltd, CN ]
AS55740 [ TTSLMEIS-AS-AP TTSL-ISP DIVISION, IN ]
AS55741 [ WBSDC-NET-IN West Bengal Electronics Industry Development, IN ]
AS55742 [ SECCOM-AS-HK Seccom Global Pty Ltd, AU ]
AS55743 [ UBISOFT-HK UBISOFT Entertainment, HK ]
AS55745 [ NEDA-AS-AP Neda Telecommunications, AF ]
AS55746 [ WITT-AS-AP Western Institute of Technology at Taranaki, NZ ]
AS55747 [ SIT-AS-AP Southern Institute of Technology, NZ ]
AS55748 [ MORSE-JP 7-9-10 Nishi-Shinjuku, JP ]
AS55750 [ ABCHK-HK ABC Computer Systems Ltd, HK ]
AS55752 [ CLOUD-PLUS-AS-AP Cloud Plus Pty Ltd, AU ]
AS55754 [ ULTIMA-AS-AP Ultima Computer Systems, AU ]
AS55755 [ INTERNAP-AGILE-HOSTING-SG Internap Network Services (Singapore) Pte. Limited, SG ]
AS55756 [ TCISL-AS-AP TATA Communications Internet Services Ltd, IN ]
AS55757 [ SYNNET-AS-AP Synechron Inc., IN ]
AS55759 [ MFAT-NET-NZ 195 Lambton Quay, NZ ]
AS55760 [ MUT-AS-AP Mahanakorn University Of Technology, TH ]
AS55761 [ COLOHOST-MY Colocation Hosting Sdn Bhd, MY ]
AS55762 [ ICAP-AU Internet Communication AP Pty. Ltd., AU ]
AS55764 [ HGSL-IN HGSL House, No.614, IN ]
AS55765 [ OXYGEN-NETWORKS-AU Oxygen Networks, AU ]
AS55766 [ COMSCENTRE-AU Comscentre Pty Ltd, AU ]
AS55767 [ MARLINK unused, NO ]
AS55769 [ SEATELECOM-KH SOUTH EAST ASIA TELECOM (Cambodia) Co., LTD, KH ]
AS55770 [ AKAMAI-AP Akamai Technologies, Inc., SG ]
AS55771 [ RD-AS-AP The Revenue Department of Thailand., TH ]
AS55772 [ IE3-AU IE3 Communications, AU ]
AS55773 [ WIOT3690-AU 87 Mckoy Street, AU ]
AS55774 [ NSWSES-AU NSW State Emergency Service, AU ]
AS55775 [ HORNSBYSHIRE-AU Hornsby Shire Council, AU ]
AS55776 [ SCU-AU Southern Cross University, AU ]
AS55778 [ WEBWEB-HK International Trade Centre, HK ]
AS55779 [ SBI-GENERAL-APNIC-IN IL &amp; FS Financial Center, Bandra, IN ]
AS55780 [ ROYALSUNDARAM-IN ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED, IN ]
AS55781 [ FAPLNET-AS-SOP Fujitsu Asia Pte. Ltd., SG ]
AS55782 [ OBOPAYNET-IN Obopay Mobile Technology India Pvt Ltd, IN ]
AS55784 [ AU-SYD-MARLINK-MSS MARLINK AU-SYD, NO ]
AS55785 [ MAXUM-AS-AP MAXUM DATA LIMITED, NZ ]
AS55786 [ MOBIUS-CN 1065-A Zhaojiabang Road, CN ]
AS55789 [ IDC-TW TWIDC, TW ]
AS55790 [ NETONE-AS-AP 408/81 19 th Fl.,Phaholyotin Place Building, TH ]
AS55792 [ DATEC-PNG-AS-AP Datec-PNG, PG ]
AS55793 [ GSN-AS-AP Ministry of Civil Defence, NZ ]
AS55794 [ LYNX-AS-AP PT Lynx Mitra Asia, ID ]
AS55795 [ VERBDC1-AS-AP Verb Data Centre Pty Ltd, AU ]
AS55796 [ PROPEXDERIVATIVES-AS-AP PROPEX DERIVATIVES PTY LTD, AU ]
AS55797 [ HOYTS-AS-AP The Hoyts Corporation Pty Ltd, AU ]
AS55798 [ RCGIT-ODC-NON-AS-AP RCG Information Technology, PH ]
AS55799 [ IPTELECOM-AP IPTELECOM ASIA, MY ]
AS55802 [ ISSP-AS-AP Internet Solution &amp; Service Provider Co., Ltd., TH ]
AS55803 [ HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU ]
AS55804 [ NEWSWIRE-IN Army &amp; Navy Building, IN ]
AS55805 [ MOBICOM-AS-MN MobiCom Corporation, MN ]
AS55806 [ VIVACOMM-IN M/s VIVA Communications, IN ]
AS55807 [ HERBALIFE-HK 8/F, Tower 2, HK ]
AS55808 [ TRIPLETNET-CORPORATE-AS-AP Triple T Internet/Triple T Broadband, TH ]
AS55811 [ COUNTRYTELL-AU Countrytell Management Pty Ltd, AU ]
AS55813 [ RCSWA-AU The Rural Clinical School of Western Australia (Head Office), AU ]
AS55814 [ SINETISP-IN Siliguri Internet &amp; Cable TV Pvt. Ltd., IN ]
AS55815 [ MAPSIS-AS01-AU Level 32 Governor Macquarie Tower, AU ]
AS55816 [ BANKALFALAH-AS-AP Bank Alfalah Limited, PK ]
AS55817 [ NTTECL-AS-AP Nippon Telegraph and Telephone Corporation PF Labs, JP ]
AS55818 [ MCIX-AS-AP MC-IX Matrix Internet Exchange RS-1, ID ]
AS55819 [ CAMPAIGNMONITOR-AS-GLOBAL CAMPAIGN MONITOR PTY LTD, AU ]
AS55821 [ RADIUSTELECOMS-AS-AP RADIUS TELECOMS, INC., PH ]
AS55822 [ MYIX-MY Persatuan Pengendali Internet Malaysia, MY ]
AS55824 [ NKN-CORE-NW NKN Core Network, IN ]
AS55825 [ KOMPAS-ID Gedung Kompas Gramedia Unit II Lantai 5, ID ]
AS55826 [ CERNET2-TJU6-AS-AP Tianjin University IPv6 Campus Network, CN ]
AS55828 [ DRIK-BD Drik ICT Ltd, BD ]
AS55829 [ PNG-ARNET-AS-AP Papua New Guinea Academic and Research Network, PG ]
AS55831 [ AIRCEL-IN Aircel Ltd., IN ]
AS55832 [ HOMESYSTEM-AS-AP HOME SYSTEMS PVT.LTD, IN ]
AS55833 [ UEE-NET-PH Unit 321 3rd Floor Peninsula Building, PH ]
AS55834 [ NBNCO-AS-AP NBN Co LTD, AU ]
AS55836 [ RELIANCEJIO-IN Reliance Jio Infocomm Limited, IN ]
AS55837 [ ANZCA-AS-AP Australian and New Zealand College of Anaesthetists, AU ]
AS55839 [ MICROSENSE-AS-AP Microsense Private Limited, IN ]
AS55840 [ CIMB-MY GIOD_IT, MY ]
AS55843 [ ATS-GLNET-SG Acclivis Technology Solution, SG ]
AS55844 [ PROCESSINGCENTER-AS-AP 142 KASIKORNBANK Building 4th Floor Silom Road Suriyawong Bangrak Bangkok 10500, TH ]
AS55845 [ YIELDBROKER-NET-AS-AP Yieldbroker Pty Limited, AU ]
AS55846 [ BBN-AS-AP IMED, Ministry of Planning, Government of the People's Republic of Bangladesh, BD ]
AS55847 [ NKN-EDGE-NW NKN EDGE Network, IN ]
AS55848 [ AI-MEDIA-AS-AP Access Innovation Media, AU ]
AS55849 [ CNISP-UNION CNISP-Union Technology (Beijing) Co., Ltd, CN ]
AS55850 [ TRUSTPOWERLTD-AS-AP TrustPower Ltd, NZ ]
AS55851 [ TSVIX-AS-AP On Q, AU ]
AS55852 [ MAREX-HK C/O Equinix Hong Kong Limited, HK ]
AS55853 [ MEGATEL-AS-AP Megatel, NZ ]
AS55854 [ LOREAL-SG 3 Killiney Road #09-01/06, SG ]
AS55855 [ PLAYPARK-AS-AP PLAYPARK PTE. LTD., SG ]
AS55856 [ UNIMAS-MY Universiti Malaysia Sarawak, MY ]
AS55857 [ HARVESTELECTRONICS-AS-AP Harvest Electronics NZ Limited, NZ ]
AS55858 [ SGC-HK Speedy Group Corporation Limited, HK ]
AS55859 [ TOTALWEB-US Total Web Solutions Australia, AU ]
AS55860 [ FOODSTUFFSSI-AS-AP Foodstuffs SI Ltd, NZ ]
AS55861 [ CATHOLIC-SYD-AS-AP Catholic Archdiocese of Sydney, AU ]
AS55862 [ WNET-IN Wan &amp; Lan Internet Pvt Ltd, IN ]
AS55863 [ ICONNECT-NET-AS-AP Choice Phone LLC, GU ]
AS55864 [ RSPUBLIC RS Public Company Limited, TH ]
AS55865 [ SATCOMMS-NET-AS-AP Satcomms Australia, AU ]
AS55866 [ QIC-AS-AP QIC, AU ]
AS55867 [ CHIANGMAI_INTERNET-AS-AP Chiangmai Internet, TH ]
AS55868 [ SAFETY_INSURANCE-AS-AP 26/5 Chidlom Road Lumpini, Pathumwan Bangkok 10330, TH ]
AS55870 [ DCC-NET-AS-AP Darwin City Council, AU ]
AS55871 [ IRESS-NET-AS-AP IRESS Market Technology Ltd, AU ]
AS55872 [ BAYCITY-AS-AP BayCity Communications Limited, NZ ]
AS55873 [ SJMAPNIC-JP Shiodome City Center 15F, JP ]
AS55874 [ ILBCOMPUTING-NON-AS-AP ILB Computing Pty Ltd, AU ]
AS55876 [ EFTEX-AU LEVEL 7 140 WILLIAM ST., AU ]
AS55877 [ CHINATELECOM-SICHUAN-CHENGDU No.473, North Branch Way Suanglin Road, Chengdu City, Sichuan Province, P.R.China., CN ]
AS55878 [ CUA-AU GPO Box 100, AU ]
AS55879 [ SMARTLINK-POWAI-IN SmartLink Broadband Services Pvt Ltd, IN ]
AS55880 [ NECTAR-UNIMELB-EDU-AU Level 3, 258 Queensberry St, AU ]
AS55883 [ SHANXUN Beijing lightning fast network telecommunication technology Co Ltd, CN ]
AS55884 [ ORIONVM-AU OrionVM Cloud Platform, AU ]
AS55885 [ ISP-NU No. 1 Commercial Center, NU ]
AS55886 [ DH-NET-BJ Beijing Digital Home Network Technology corporation, CN ]
AS55887 [ DIOSCHOOLAK2-NZ Diocesan School for Girls, NZ ]
AS55888 [ NCP-NET New Culture Production Inc, JP ]
AS55889 [ BITISLE-WEST Equinix Jpapan Enterprise K.K., JP ]
AS55890 [ SUNTORY Suntory Business Systems Ltd., JP ]
AS55891 [ WBTSJP-AS WATCH TOWER BIBLE AND TRACT SOCIETY, JP ]
AS55893 [ HOKEN-NET NTT DATA CORPORATION, JP ]
AS55894 [ WHOSNEXT Who's Next, JP ]
AS55895 [ ECHIGO-IX N.S.Computer Service Co.,Ltd., JP ]
AS55896 [ VIDEX Videx Inc., JP ]
AS55897 [ SAKURA-F SAKURA Internet Inc., JP ]
AS55898 [ YAHOO-CORP Yahoo Japan Corporation, JP ]
AS55899 [ SIG LEON TECHNOLOGY, Inc., JP ]
AS55900 [ GLBB-JP GLBB Japan KK, JP ]
AS55901 [ SCEI-NET Sony Computer Entertainment Inc, JP ]
AS55902 [ TS-NET TS-NET of TOSET, Inc. in Japan, JP ]
AS55903 [ ARROWNET Tokyo Stock Exchange, Inc., JP ]
AS55904 [ KOGAKUIN-AS KOGAKUIN University, JP ]
AS55905 [ COMZNET2 TOP CLOUD Inc., JP ]
AS55906 [ USTREAMASIA Ustream Asia, Inc., JP ]
AS55907 [ GMO-DNS GMO Internet,Inc, JP ]
AS55908 [ NOMURA-NET Nomura Research Institute,Ltd., JP ]
AS55909 [ KOCHI-CT Kochi National College of Technology, JP ]
AS55910 [ SITNET-AS Shibaura Institute of Technology, JP ]
AS55911 [ TUFNESS-2 Tokuyama College of Technology, JP ]
AS55912 [ U-KOCHI University of Kochi, JP ]
AS55913 [ LOGICPLUS-AS-AP Logic Plus Pty Ltd, AU ]
AS55914 [ CONVERGAPTYLTD-AS-AP 100001 - Converga Pty Ltd, AU ]
AS55915 [ CLASSIC-NP Classic Tech Pvt. Ltd., NP ]
AS55916 [ OSK-TH OSK Securities (Thailand) Public Company Limited, TH ]
AS55918 [ VISTAAR-SYSTEMS-IN Ground Floor, 'A' Wing, IN ]
AS55919 [ SUTD-SG 20 Dover Drive Singapore 138682, SG ]
AS55920 [ ELCOMTECHNOLOGY-AS-AP Elcom Technology Pty Ltd, AU ]
AS55922 [ SAIGLOBAL-AS-AP SAI Global, AU ]
AS55923 [ HARBOURSAT-AS-AP Harbour IT Pty Ltd, AU ]
AS55924 [ ALIWEB-AS-AP Aristocrat Technologies, AU ]
AS55925 [ BAAC-NET-TH 469 Nakronsawan.Rd, Chidrada Dusit, TH ]
AS55926 [ MIGHTYRIVERPOWER-AS-AP Mighty River Power, NZ ]
AS55927 [ UOB-KAY-HIAN-TH UOB Kay Hian Securities (Thailand) Co., Ltd., TH ]
AS55928 [ NTTCT-AS-KH-AP NTT Communications (Phnom Penh ISP POP), KH ]
AS55929 [ CNISP-UNION CNISP-Union Technology (Beijing) Co., Ltd, CN ]
AS55931 [ ECORE-AU Unit 2, 172 Milperra Road, AU ]
AS55932 [ THAIBMA-AS-AP The Thai Bond Market Association, TH ]
AS55933 [ CLOUDIE-AS-AP Cloudie Limited, HK ]
AS55934 [ PACIFICIX-AS-AP PACIFICIX, AU ]
AS55936 [ GENI-SDP-NZ-AS-AP Spark Digital New Zealand Ltd, NZ ]
AS55937 [ DRPENGTELECOMSHANGHAI ChengDu Dr.Peng Telecom &amp; Media Group Industry Co., Ltd., CN ]
AS55938 [ EXAT-NET-TH 2380, Phahonyothin Rd Saenanikom Chatuchak District, TH ]
AS55940 [ KRG7-APNIC-AP PCCW Limited, HK ]
AS55941 [ CHI-X-AU Level 23, Governor Phillip Tower, AU ]
AS55943 [ ONATI-AS-AP ONATI, PF ]
AS55944 [ OOREDOO-MV Ooredoo Maldives Plc, MV ]
AS55946 [ PCX-AS-AP P.C. Exchange Ltd, NZ ]
AS55947 [ BBNL-IN Bangalore Broadband Network Pvt Ltd, IN ]
AS55948 [ AS55948-NET AS55948.net, NZ ]
AS55949 [ TECHNOPROHOLDINGS-JP Technopro Holdings, JP ]
AS55951 [ LHDNM-MY Blok 9 Kompleks Bangunan Kerajaan, MY ]
AS55952 [ QION-HK Unit F, 26/F, MG Tower, HK ]
AS55953 [ XIM-HK Room 704, ChinaChen Leighton Plaza, HK ]
AS55954 [ CUSTOMTEC-AS-AP CustomTec Pty Ltd, AU ]
AS55956 [ CNNIC-MAGNA-ASIAPACIFIC-AP Magna Automotive Technology and Service(Shanghai)Co.,Ltd, CN ]
AS55957 [ CNTV CCTV international network Co., LTD, CN ]
AS55958 [ INTEL-CHINA Intel China Ltd, CN ]
AS55959 [ NXIDC Hangzhou Netbank Technologies co.,LTD, CN ]
AS55960 [ BJ-GUANGHUAN-AP Beijing Guanghuan Xinwang Digital, CN ]
AS55961 [ ZHCATV-NET Zhuhai Cable TV Network Co. Ltd., CN ]
AS55962 [ KUAISHOU-KJ-NET Beijing Kuaishou Technology Co., Ltd., CN ]
AS55963 [ CAGN Chinese Academy of Governance, CN ]
AS55964 [ HZSWNET Hangzhou sanwang network co., LTD, CN ]
AS55965 [ CHINYON qinhuangdao yanda-zhengyang electroni co.ltd, CN ]
AS55966 [ CNNIC-PSBCNET-AP Post Savings Bank of China, CN ]
AS55967 [ BAIDU Beijing Baidu Netcom Science and Technology Co., Ltd., CN ]
AS55968 [ GWBN Great Wall Broadband Network Service Co.,Ltd., CN ]
AS55969 [ GWBN Great Wall Broadband Network Service Co.,Ltd., CN ]
AS55970 [ GWBN Great Wall Broadband Network Service Co.,Ltd., CN ]
AS55971 [ CASS-NET Chinese Academy of Social Sciences, CN ]
AS55972 [ SAWASNET Beijing Sawas Technology Co.LTD., CN ]
AS55973 [ UCSNETCN Universal Cinema Services Co., Ltd, CN ]
AS55974 [ DGRC Daimler Greater China Ltd., CN ]
AS55975 [ LING-CLOUD LingCloud (Beijing) Technology Co., Ltd., CN ]
AS55976 [ DXCONSOLE Beijing DxConsole Technology Co. Ltd, CN ]
AS55977 [ ZJWSBTVNET Zhejiang Wasu Broadcast&amp;TV Network Co., Ltd, CN ]
AS55978 [ FUYUN Shanghai fuyun Networks Inc., CN ]
AS55979 [ BJWMYK BeiJing WeiMengYunKuo Technology Co.Ltd., CN ]
AS55980 [ YIJIANET Shanghai Yi frame network science and technology limited company, CN ]
AS55981 [ WSYL Beijing WangShengYingLian Technology CO.,LTD, CN ]
AS55982 [ CHIT Changhong IT information Products CO.,LTD., CN ]
AS55983 [ BJ-GUANGHUAN-AP Beijing Guanghuan Xinwang Digital, CN ]
AS55984 [ GOPHA-HRB-IDC Beijing firstleader Science and Technology Ltd., CN ]
AS55985 [ CNNIC-WTNET-AP Zhejiang Watone Cloud Data Technology Co., Ltd, CN ]
AS55986 [ FOCUSTECHNET Focus Technology Co., Ltd., CN ]
AS55987 [ SANJITECH SANJI TECHNOLOGY CO.,LTD., CN ]
AS55988 [ CNNIC-PBSL-AP Pacnet Business Solutions LTD, CN ]
AS55989 [ XUANYUN Zhejiang Xuanyun Technology Co., Ltd., CN ]
AS55990 [ HWCSNET Huawei Cloud Service data center, CN ]
AS55992 [ QIHOO Beijing Qihu Technology Company Limited, CN ]
AS55993 [ HUANXUN Shanghai Huanxun communication installation engineering co., LTD, CN ]
AS55994 [ ANCHNET ShangHai AnchNet Tec, Inc., CN ]
AS55995 [ ONESTOP ONE-STOP Computer Science and Tech Ltd., CN ]
AS55996 [ CYPRESSTEL CYPRESS TELECOM (CHINA) LIMITED, CN ]
AS55998 [ CNLINKNET CNLink Network Technology Ltd., CN ]
AS55999 [ CNLINKNET CNLink Network Technology Ltd., CN ]
AS56000 [ HERBALIFE-CNNET Herbalife (China) Health Products Ltd., CN ]
AS56001 [ ZSN Shanghai Chenyi Network Technology Co.,Ltd, CN ]
AS56002 [ MCNNET BEIJING MARINE COMMUNICATION AND NAVIGATION CO., CN ]
AS56003 [ CNNIC-JDJT-CN Beijing Century Union Network Technology Co.,LTD., CN ]
AS56004 [ SHERNET Information Center of Shanghai Municipal Education Commission, CN ]
AS56005 [ FASTIDC Zhengzhou Fastidc Technology Co.,Ltd., CN ]
AS56006 [ SPDB-CN Shanghai Pudong Development Bank Co.,Ltd., CN ]
AS56007 [ DGRC Daimler Greater China Ltd., CN ]
AS56008 [ GDXNET GOLD SEA COMMUNICATIONS CO.,LTD, CN ]
AS56009 [ CETRONNET Cetron Network Technology Co., Ltd, CN ]
AS56010 [ DRC Development Research Center Of The State Council, CN ]
AS56011 [ T-UNICLOUD UNICLOUD TECH CO.,LTD., CN ]
AS56012 [ LGNET-CHINA LGNET China, CN ]
AS56013 [ SDSC SAMSUNG SDS CHINA, CN ]
AS56014 [ UPCLOUDNET Tianjin UpCloud Information Technology Co., Ltd., CN ]
AS56015 [ CSLC-NET China Sports Lottery Technology Development Co., Ltd, CN ]
AS56017 [ VITI-AS-PF VITI, PF ]
AS56018 [ PROENKS-AS-AP CIMB Securities (Thailand) Company Limited, TH ]
AS56019 [ SHUJUJIA Beijing ShuJuJia Technology Co., Ltd., CN ]
AS56020 [ THREE2ONEINTERNET-AU Level 20, 31 Market Street, AU ]
AS56023 [ SMARTNET-AS-AP SmartRams Co., Ltd., JP ]
AS56024 [ BIZ-FRONT-AS-AP Biz-front Inc, JP ]
AS56025 [ APNET-CUS01-AS-AP AMY INC, JP ]
AS56026 [ ITSM-AU GPO Box 656, AU ]
AS56027 [ SONYHK-HK Suite 3301, 33rd Floor, HK ]
AS56028 [ BTG-NZ BTG Networks, NZ ]
AS56030 [ VOYAGERNET-AS-AP Voyager Internet Ltd., NZ ]
AS56031 [ BUET-BTTB-BD Bangladesh University of Engineering and Technology, BD ]
AS56032 [ BTTB-BD BTCL IX service, BD ]
AS56033 [ RAKUIP-AS-AP Rakushasu Inc, JP ]
AS56034 [ AMLC-PH Bangko Sentral ng Pilipinas Complex, Malate Manila 1004 Philippines, PH ]
AS56035 [ RESEAU-AU RESE, AU ]
AS56036 [ UBERGROUP-NIX-NZ UberGroup Limited, NZ ]
AS56037 [ WEB-PROPHETS-AU PO BOX 2007 ST KILDA WEST, AU ]
AS56038 [ RACKCORP-AP RackCorp, AU ]
AS56039 [ SPH-SG 1000 Toa Payoh North, News Centre, SG ]
AS56040 [ CMNET-GUANGDONG-AP China Mobile communications corporation, CN ]
AS56041 [ CMNET-ZHEJIANG-AP China Mobile communications corporation, CN ]
AS56042 [ CMNET-SHANXI-AP China Mobile communications corporation, CN ]
AS56043 [ PEPSI-SG 99 Bukit Timah Road, SG ]
AS56044 [ CMNET-AS-LIAONING China Mobile communications corporation, CN ]
AS56045 [ CMNET-JIANGXI-AP China Mobile communications corporation, CN ]
AS56046 [ CMNET-JIANGSU-AP China Mobile communications corporation, CN ]
AS56047 [ CMNET-HUNAN-AP China Mobile communications corporation, CN ]
AS56048 [ CMNET-BEIJING-AP China Mobile Communicaitons Corporation, CN ]
AS56050 [ NEW-SHINE-INTERNET-TH 134 Yenchit Road, TH ]
AS56051 [ DOW-WA-AU Department of Water (WA), AU ]
AS56052 [ ZPIX-PK Zero Point Internet eXchange, PK ]
AS56053 [ CNISP-UNION CNISP-Union Technology (Beijing) Co., Ltd, CN ]
AS56054 [ ICON-INFOTECH-BD Icon Infotech Limited, BD ]
AS56055 [ MLS-NC Micro Logic Systems, NC ]
AS56056 [ AMITY-IN Sector 125, IN ]
AS56057 [ ENTITYDATA-AU Entity Data Pty Limited, AU ]
AS56058 [ TWE-AU 77 Southbank Boulevard, AU ]
AS56059 [ WSS-HK Website Solution Limited, HK ]
AS56060 [ SCBD-NET PT ARTHA TELEKOMINDO, ID ]
AS56061 [ SGS-IND-NET-IN Upper Ground floor to 7th floor, Westend Center 1, IN ]
AS56062 [ CARDNO-AU Level 11, 515 St Pauls Trc, AU ]
AS56064 [ D2V-IN D2V ISP PVT.LTD, IN ]
AS56065 [ BBMH-AU BLACKBOARD AUSTRALIA PTY LIMITED, AU ]
AS56067 [ METRABYTE-TH 453 Ladplacout Jorakhaebua, TH ]
AS56068 [ LIGHTSPEED-TECHNOLOGY-AS-AP Lightspeed Technology Group Limited, NZ ]
AS56072 [ RSPCAQLD-AU 139 Wacol Station Road, AU ]
AS56073 [ FIRSTFOCUS-AS-AP First Focus Pty Ltd, AU ]
AS56074 [ NET-AS01-AP NetStrategy Pty Ltd, AU ]
AS56076 [ HOLCIM-AU 90-92 Phillip St, AU ]
AS56077 [ HUL-IT-IN Mobius Towers V Floor, IN ]
AS56079 [ SECURITON-AS Securiton Technologies Internet Service Provider Melbourne, AU ]
AS56080 [ MSDW-NON-AS-AP Morgan Stanley Asia Limited, HK ]
AS56081 [ DIGITAL-HYBRID-AS-AP Digital Hybrid Pty Ltd, AU ]
AS56082 [ ONE-NET-HK INTERNET-SOLUTION-, HK ]
AS56084 [ MEDICARE-AUSTRALIA-AP Optus Customer Network, AU ]
AS56085 [ ISLAND-BGP-TH 46/1 Moo.6 Prabaramee Rd. Kathu,Phuket 83120 Thailand, TH ]
AS56086 [ ITALKBB-AS-AP iTalkBB Australia Pty Ltd, AU ]
AS56087 [ URL-NET-AS-AP URL Networks, AU ]
AS56088 [ PANDI-ID PANDI - Pengelola Nama Domain Internet Indonesia, ID ]
AS56089 [ OFFRATEL-AS-AP OFFRATEL, NC ]
AS56092 [ MUDAH-MY Suite 20.03 The Gardens South Tower, MY ]
AS56093 [ TRIMBLE-AS-IN-AP 901 (A1) &amp; 902 (A2), Tidel Park, IN ]
AS56094 [ ITENET-SG ITENET:wq, SG ]
AS56095 [ RCGIT-ODC-NON-AS-AP RCG Information Technology, PH ]
AS56097 [ JOISTER-AS Joister Group of Companies., IN ]
AS56098 [ UNICO-AU Level 5, AU ]
AS56099 [ AVCHI-CLICK-AS-AP Asian Vision Cable, PH ]
AS56100 [ HPI-AS-AP HEADSTRONG PHILS INC AS (ETPI Client), PH ]
AS56101 [ TWOA-NZ 320 Factory Rd, NZ ]
AS56102 [ THINAIR-AS-AP Ground Floor, NZ ]
